timestamp1,txn_count
2023-05-23 00:00:00.000000 UTC,519870
2023-05-24 00:00:00.000000 UTC,405521
2023-05-25 00:00:00.000000 UTC,460167
2023-05-26 00:00:00.000000 UTC,532373
2023-05-27 00:00:00.000000 UTC,471633
2023-05-28 00:00:00.000000 UTC,496158
2023-05-29 00:00:00.000000 UTC,550324
2023-05-30 00:00:00.000000 UTC,515246
2023-05-31 00:00:00.000000 UTC,421579
2023-06-01 00:00:00.000000 UTC,355986
2023-06-02 00:00:00.000000 UTC,479437
2023-06-03 00:00:00.000000 UTC,381453
2023-06-04 00:00:00.000000 UTC,364020
2023-06-05 00:00:00.000000 UTC,359254
2023-06-06 00:00:00.000000 UTC,462072
2023-06-07 00:00:00.000000 UTC,433781
2023-06-08 00:00:00.000000 UTC,407006
2023-06-09 00:00:00.000000 UTC,387084
2023-06-10 00:00:00.000000 UTC,365369
2023-06-11 00:00:00.000000 UTC,399201
2023-06-12 00:00:00.000000 UTC,370634
2023-06-13 00:00:00.000000 UTC,410483
2023-06-14 00:00:00.000000 UTC,330658
2023-06-15 00:00:00.000000 UTC,423069
2023-06-16 00:00:00.000000 UTC,512202
2023-06-17 00:00:00.000000 UTC,475252
2023-06-18 00:00:00.000000 UTC,439868
2023-06-19 00:00:00.000000 UTC,415604
2023-06-20 00:00:00.000000 UTC,447715
2023-06-21 00:00:00.000000 UTC,363280
2023-06-22 00:00:00.000000 UTC,392041
2023-06-23 00:00:00.000000 UTC,374001
2023-06-24 00:00:00.000000 UTC,361437
2023-06-25 00:00:00.000000 UTC,382769
2023-06-26 00:00:00.000000 UTC,403979
2023-06-27 00:00:00.000000 UTC,434858
2023-06-28 00:00:00.000000 UTC,331278
2023-06-29 00:00:00.000000 UTC,438193
2023-06-30 00:00:00.000000 UTC,445197
2023-07-01 00:00:00.000000 UTC,324274
2023-07-02 00:00:00.000000 UTC,309920
2023-07-03 00:00:00.000000 UTC,328114
2023-07-04 00:00:00.000000 UTC,375807
2023-07-05 00:00:00.000000 UTC,496227
2023-07-06 00:00:00.000000 UTC,392688
2023-07-07 00:00:00.000000 UTC,556014
2023-07-08 00:00:00.000000 UTC,573697
2023-07-09 00:00:00.000000 UTC,594265
2023-07-10 00:00:00.000000 UTC,507115
2023-07-11 00:00:00.000000 UTC,432293
2023-07-12 00:00:00.000000 UTC,478320
2023-07-13 00:00:00.000000 UTC,375859
2023-07-14 00:00:00.000000 UTC,421666
2023-07-15 00:00:00.000000 UTC,484980
2023-07-16 00:00:00.000000 UTC,595145
2023-07-17 00:00:00.000000 UTC,428612
2023-07-18 00:00:00.000000 UTC,582684
2023-07-19 00:00:00.000000 UTC,480249
2023-07-20 00:00:00.000000 UTC,400400
2023-07-21 00:00:00.000000 UTC,323847
2023-07-22 00:00:00.000000 UTC,288750
2023-07-23 00:00:00.000000 UTC,559624
2023-07-24 00:00:00.000000 UTC,529923
2023-07-25 00:00:00.000000 UTC,462586
2023-07-26 00:00:00.000000 UTC,452746
2023-07-27 00:00:00.000000 UTC,413038
2023-07-28 00:00:00.000000 UTC,449225
2023-07-29 00:00:00.000000 UTC,423119
2023-07-30 00:00:00.000000 UTC,645854
2023-07-31 00:00:00.000000 UTC,445666
2023-08-01 00:00:00.000000 UTC,412219
2023-08-02 00:00:00.000000 UTC,390768
2023-08-03 00:00:00.000000 UTC,476007
2023-08-04 00:00:00.000000 UTC,318486
2023-08-05 00:00:00.000000 UTC,500723
2023-08-06 00:00:00.000000 UTC,607275
2023-08-07 00:00:00.000000 UTC,427534
2023-08-08 00:00:00.000000 UTC,331194
2023-08-09 00:00:00.000000 UTC,506746
2023-08-10 00:00:00.000000 UTC,358039
2023-08-11 00:00:00.000000 UTC,506538
2023-08-12 00:00:00.000000 UTC,503934
2023-08-13 00:00:00.000000 UTC,497112
2023-08-14 00:00:00.000000 UTC,568517
2023-08-15 00:00:00.000000 UTC,583063
2023-08-16 00:00:00.000000 UTC,566878
2023-08-17 00:00:00.000000 UTC,502274
2023-08-18 00:00:00.000000 UTC,423207
2023-08-19 00:00:00.000000 UTC,519780
2023-08-20 00:00:00.000000 UTC,612461
2023-08-21 00:00:00.000000 UTC,550074
2023-08-22 00:00:00.000000 UTC,420857
2023-08-23 00:00:00.000000 UTC,417822
2023-08-24 00:00:00.000000 UTC,399151
2023-08-25 00:00:00.000000 UTC,425192
2023-08-26 00:00:00.000000 UTC,497513
2023-08-27 00:00:00.000000 UTC,413594
2023-08-28 00:00:00.000000 UTC,331345
2023-08-29 00:00:00.000000 UTC,500301
2023-08-30 00:00:00.000000 UTC,408001
2023-08-31 00:00:00.000000 UTC,437435
2023-09-01 00:00:00.000000 UTC,419548
2023-09-02 00:00:00.000000 UTC,539748
2023-09-03 00:00:00.000000 UTC,625257
2023-09-04 00:00:00.000000 UTC,573196
2023-09-05 00:00:00.000000 UTC,462093
2023-09-06 00:00:00.000000 UTC,485357
2023-09-07 00:00:00.000000 UTC,537939
2023-09-08 00:00:00.000000 UTC,414799
2023-09-09 00:00:00.000000 UTC,597409
2023-09-10 00:00:00.000000 UTC,558395
2023-09-11 00:00:00.000000 UTC,459132
2023-09-12 00:00:00.000000 UTC,462328
2023-09-13 00:00:00.000000 UTC,512446
2023-09-14 00:00:00.000000 UTC,576215
2023-09-15 00:00:00.000000 UTC,703692
2023-09-16 00:00:00.000000 UTC,593144
2023-09-17 00:00:00.000000 UTC,611220
2023-09-18 00:00:00.000000 UTC,635845
2023-09-19 00:00:00.000000 UTC,493887
2023-09-20 00:00:00.000000 UTC,551783
2023-09-21 00:00:00.000000 UTC,431540
2023-09-22 00:00:00.000000 UTC,441679
2023-09-23 00:00:00.000000 UTC,629617
2023-09-24 00:00:00.000000 UTC,441181
2023-09-25 00:00:00.000000 UTC,285750
2023-09-26 00:00:00.000000 UTC,309789
2023-09-27 00:00:00.000000 UTC,337265
2023-09-28 00:00:00.000000 UTC,378975
2023-09-29 00:00:00.000000 UTC,330269
2023-09-30 00:00:00.000000 UTC,275474
2023-10-01 00:00:00.000000 UTC,320516
2023-10-02 00:00:00.000000 UTC,344263
2023-10-03 00:00:00.000000 UTC,310664
2023-10-04 00:00:00.000000 UTC,287430
2023-10-05 00:00:00.000000 UTC,319310
2023-10-06 00:00:00.000000 UTC,298650
2023-10-07 00:00:00.000000 UTC,244567
2023-10-08 00:00:00.000000 UTC,242440
2023-10-09 00:00:00.000000 UTC,283648
2023-10-10 00:00:00.000000 UTC,285060
2023-10-11 00:00:00.000000 UTC,264600
2023-10-12 00:00:00.000000 UTC,267090
