timestamp1,txn_count
2023-05-23 00:00:00.000000 UTC,1113165
2023-05-24 00:00:00.000000 UTC,1054823
2023-05-25 00:00:00.000000 UTC,1062757
2023-05-26 00:00:00.000000 UTC,1059510
2023-05-27 00:00:00.000000 UTC,982620
2023-05-28 00:00:00.000000 UTC,968996
2023-05-29 00:00:00.000000 UTC,1082245
2023-05-30 00:00:00.000000 UTC,1190789
2023-05-31 00:00:00.000000 UTC,1098149
2023-06-01 00:00:00.000000 UTC,1071180
2023-06-02 00:00:00.000000 UTC,1102996
2023-06-03 00:00:00.000000 UTC,1003794
2023-06-04 00:00:00.000000 UTC,962454
2023-06-05 00:00:00.000000 UTC,1151611
2023-06-06 00:00:00.000000 UTC,1095144
2023-06-07 00:00:00.000000 UTC,1071257
2023-06-08 00:00:00.000000 UTC,1008582
2023-06-09 00:00:00.000000 UTC,1046976
2023-06-10 00:00:00.000000 UTC,1204433
2023-06-11 00:00:00.000000 UTC,1106073
2023-06-12 00:00:00.000000 UTC,975959
2023-06-13 00:00:00.000000 UTC,952433
2023-06-14 00:00:00.000000 UTC,1023424
2023-06-15 00:00:00.000000 UTC,1110065
2023-06-16 00:00:00.000000 UTC,1146585
2023-06-17 00:00:00.000000 UTC,984217
2023-06-18 00:00:00.000000 UTC,1001818
2023-06-19 00:00:00.000000 UTC,1046350
2023-06-20 00:00:00.000000 UTC,1072045
2023-06-21 00:00:00.000000 UTC,1091714
2023-06-22 00:00:00.000000 UTC,1052333
2023-06-23 00:00:00.000000 UTC,1054976
2023-06-24 00:00:00.000000 UTC,1004563
2023-06-25 00:00:00.000000 UTC,934895
2023-06-26 00:00:00.000000 UTC,996984
2023-06-27 00:00:00.000000 UTC,1067370
2023-06-28 00:00:00.000000 UTC,1094481
2023-06-29 00:00:00.000000 UTC,1064346
2023-06-30 00:00:00.000000 UTC,1129184
2023-07-01 00:00:00.000000 UTC,1015838
2023-07-02 00:00:00.000000 UTC,925771
2023-07-03 00:00:00.000000 UTC,1061564
2023-07-04 00:00:00.000000 UTC,931944
2023-07-05 00:00:00.000000 UTC,760586
2023-07-06 00:00:00.000000 UTC,914280
2023-07-07 00:00:00.000000 UTC,1038341
2023-07-08 00:00:00.000000 UTC,1014086
2023-07-09 00:00:00.000000 UTC,954379
2023-07-10 00:00:00.000000 UTC,1057858
2023-07-11 00:00:00.000000 UTC,1091428
2023-07-12 00:00:00.000000 UTC,1041317
2023-07-13 00:00:00.000000 UTC,1121269
2023-07-14 00:00:00.000000 UTC,1110332
2023-07-15 00:00:00.000000 UTC,950700
2023-07-16 00:00:00.000000 UTC,946750
2023-07-17 00:00:00.000000 UTC,1036419
2023-07-18 00:00:00.000000 UTC,1175963
2023-07-19 00:00:00.000000 UTC,1093783
2023-07-20 00:00:00.000000 UTC,1049510
2023-07-21 00:00:00.000000 UTC,1110882
2023-07-22 00:00:00.000000 UTC,1004374
2023-07-23 00:00:00.000000 UTC,977305
2023-07-24 00:00:00.000000 UTC,1036300
2023-07-25 00:00:00.000000 UTC,990249
2023-07-26 00:00:00.000000 UTC,1029348
2023-07-27 00:00:00.000000 UTC,998420
2023-07-28 00:00:00.000000 UTC,1014601
2023-07-29 00:00:00.000000 UTC,991161
2023-07-30 00:00:00.000000 UTC,981157
2023-07-31 00:00:00.000000 UTC,1048101
2023-08-01 00:00:00.000000 UTC,1068108
2023-08-02 00:00:00.000000 UTC,1042149
2023-08-03 00:00:00.000000 UTC,1049539
2023-08-04 00:00:00.000000 UTC,1075359
2023-08-05 00:00:00.000000 UTC,1124372
2023-08-06 00:00:00.000000 UTC,987506
2023-08-07 00:00:00.000000 UTC,1047336
2023-08-08 00:00:00.000000 UTC,1098689
2023-08-09 00:00:00.000000 UTC,1076595
2023-08-10 00:00:00.000000 UTC,1037733
2023-08-11 00:00:00.000000 UTC,1050203
2023-08-12 00:00:00.000000 UTC,972839
2023-08-13 00:00:00.000000 UTC,920802
2023-08-14 00:00:00.000000 UTC,1009971
2023-08-15 00:00:00.000000 UTC,1056395
2023-08-16 00:00:00.000000 UTC,1076026
2023-08-17 00:00:00.000000 UTC,1065879
2023-08-18 00:00:00.000000 UTC,1081417
2023-08-19 00:00:00.000000 UTC,1041484
2023-08-20 00:00:00.000000 UTC,943440
2023-08-21 00:00:00.000000 UTC,1010718
2023-08-22 00:00:00.000000 UTC,1040834
2023-08-23 00:00:00.000000 UTC,1045220
2023-08-24 00:00:00.000000 UTC,1055235
2023-08-25 00:00:00.000000 UTC,1025742
2023-08-26 00:00:00.000000 UTC,990794
2023-08-27 00:00:00.000000 UTC,907110
2023-08-28 00:00:00.000000 UTC,995843
2023-08-29 00:00:00.000000 UTC,1019692
2023-08-30 00:00:00.000000 UTC,1027316
2023-08-31 00:00:00.000000 UTC,1010128
2023-09-01 00:00:00.000000 UTC,1006635
2023-09-02 00:00:00.000000 UTC,1024172
2023-09-03 00:00:00.000000 UTC,1038128
2023-09-04 00:00:00.000000 UTC,952440
2023-09-05 00:00:00.000000 UTC,994049
2023-09-06 00:00:00.000000 UTC,1058940
2023-09-07 00:00:00.000000 UTC,1017089
2023-09-08 00:00:00.000000 UTC,1014297
2023-09-09 00:00:00.000000 UTC,929400
2023-09-10 00:00:00.000000 UTC,866548
2023-09-11 00:00:00.000000 UTC,1021616
2023-09-12 00:00:00.000000 UTC,1092958
2023-09-13 00:00:00.000000 UTC,1627860
2023-09-14 00:00:00.000000 UTC,1071590
2023-09-15 00:00:00.000000 UTC,1002709
2023-09-16 00:00:00.000000 UTC,922374
2023-09-17 00:00:00.000000 UTC,879624
2023-09-18 00:00:00.000000 UTC,979571
2023-09-19 00:00:00.000000 UTC,1002911
2023-09-20 00:00:00.000000 UTC,1012663
2023-09-21 00:00:00.000000 UTC,1131119
2023-09-22 00:00:00.000000 UTC,974991
2023-09-23 00:00:00.000000 UTC,863503
2023-09-24 00:00:00.000000 UTC,883746
2023-09-25 00:00:00.000000 UTC,990751
2023-09-26 00:00:00.000000 UTC,1041222
2023-09-27 00:00:00.000000 UTC,1056862
2023-09-28 00:00:00.000000 UTC,1030538
2023-09-29 00:00:00.000000 UTC,1024678
2023-09-30 00:00:00.000000 UTC,977771
2023-10-01 00:00:00.000000 UTC,922694
2023-10-02 00:00:00.000000 UTC,1016845
2023-10-03 00:00:00.000000 UTC,1002455
2023-10-04 00:00:00.000000 UTC,983598
2023-10-05 00:00:00.000000 UTC,955796
2023-10-06 00:00:00.000000 UTC,993544
2023-10-07 00:00:00.000000 UTC,996807
2023-10-08 00:00:00.000000 UTC,924403
2023-10-09 00:00:00.000000 UTC,993579
2023-10-10 00:00:00.000000 UTC,1005950
2023-10-11 00:00:00.000000 UTC,1005828
2023-10-12 00:00:00.000000 UTC,1004069
2023-10-13 00:00:00.000000 UTC,1007291
2023-10-14 00:00:00.000000 UTC,898577
2023-10-15 00:00:00.000000 UTC,921231
2023-10-16 00:00:00.000000 UTC,1027904
2023-10-17 00:00:00.000000 UTC,1002389
2023-10-18 00:00:00.000000 UTC,1010682
2023-10-19 00:00:00.000000 UTC,997931
2023-10-20 00:00:00.000000 UTC,1087921
2023-10-21 00:00:00.000000 UTC,987400
2023-10-22 00:00:00.000000 UTC,980622
2023-10-23 00:00:00.000000 UTC,1063574
2023-10-24 00:00:00.000000 UTC,1098323
2023-10-25 00:00:00.000000 UTC,1081158
2023-10-26 00:00:00.000000 UTC,1091779
2023-10-27 00:00:00.000000 UTC,1034649
2023-10-28 00:00:00.000000 UTC,991315
2023-10-29 00:00:00.000000 UTC,1071556
2023-10-30 00:00:00.000000 UTC,1094713
2023-10-31 00:00:00.000000 UTC,1089606
2023-11-01 00:00:00.000000 UTC,1101380
2023-11-02 00:00:00.000000 UTC,1045341
2023-11-03 00:00:00.000000 UTC,1104674
2023-11-04 00:00:00.000000 UTC,1013882
2023-11-05 00:00:00.000000 UTC,1034459
2023-11-06 00:00:00.000000 UTC,1101645
2023-11-07 00:00:00.000000 UTC,1055975
2023-11-08 00:00:00.000000 UTC,1066274
2023-11-09 00:00:00.000000 UTC,1125199
2023-11-10 00:00:00.000000 UTC,1146191
2023-11-11 00:00:00.000000 UTC,1107685
2023-11-12 00:00:00.000000 UTC,1061494
2023-11-13 00:00:00.000000 UTC,1088278
2023-11-14 00:00:00.000000 UTC,1050000
2023-11-15 00:00:00.000000 UTC,1075386
2023-11-16 00:00:00.000000 UTC,1093005
2023-11-17 00:00:00.000000 UTC,1084679
2023-11-18 00:00:00.000000 UTC,1134614
2023-11-19 00:00:00.000000 UTC,983460
2023-11-20 00:00:00.000000 UTC,1151945
2023-11-21 00:00:00.000000 UTC,1129495
2023-11-22 00:00:00.000000 UTC,1142003
2023-11-23 00:00:00.000000 UTC,840956
